APP66	7	22	14	2	1.49
APP67	7	19	8	5	2.70
APP68	10	23	18	4	2.50
APP69	5	19	10	2	0.98
APP70	10	24	14	2	0.99
APP71	8	19	14	4	0.89
APP72	7	23	8	5	0.67
APP73	6	19	7	2	1.77
APP74	7	20	14	4	2.39
APP75	7	18	12	3	2.57
APP76	5	22	12	5	2.06
APP77	8	22	16	4	0.94
APP78	6	21	16	1	2.32
APP79	7	20	14	5	0.99
APP80	8	22	11	5	1.01
APP81	6	22	16	3	0.91
APP82	6	22	13	5	1.03
APP83	8	22	13	3	1.10
APP84	6	24	8	1	1.17
APP85	9	19	17	1	1.49
APP86	10	22	14	3	1.49
APP87	9	19	13	4	1.23
APP88	7	18	12	5	1.32
APP89	8	22	10	4	3.02
APP90	5	21	7	2	2.51
APP91	10	21	15	3	2.12
APP92	10	22	16	1	1.14
APP93	9	23	21	1	1.21
APP94	6	20	17	1	0.85
APP95	8	22	16	4	3.07
APP96	5	20	6	3	2.52
APP97	7	23	9	1	2.13
APP98	6	23	8	3	1.48
APP99	5	19	16	1	1.09
APP100	6	22	21	1	2.30;




 

# hours
param H :=24;


# Battery data 
param CHARGING_EFF := 0.95;
param DISCHARGING_EFF := 0.95;
param CHARGING_MAX := 3.00;
param DISCHARGING_MAX := 3.00;
param SOC_MAX := 1.00;
param SOC_MIN := 0.20;
param E_BATTERY := 24.00;

# PEAK 
param CONTRACTUAL_PEAK :=  30.60;
param my_alpha := 1.50;





 # Electricity price 
 param	PRICE :=
	1	13
	2	13
	3	13
	4	13
	5	13
	6	13
	7	13
	8	27
	9	27
	10	27
	11	27
	12	27
	13	27
	14	36
	15	36
	16	36
	17	36
	18	36
	19	36
	20	27
	21	27
	22	13
	23	13
	24	13;
		
 # base load 
 param	base_load :=
	1	0.9719965834
	2	0.7800982571
	3	0.7111063648
	4	0.7034212563
	5	0.7555792562
	6	1.0267374664
	7	1.6578026629
	8	2.0886149536
	9	2.0199302389
	10	1.7781492276
	11	1.6750521028
	12	1.6298845834
	13	1.5144429912
	14	1.4380955648
	15	1.3936391243
	16	1.4632731464
	17	1.7743914771
	18	2.382847502
	19	2.7869699993
	20	2.7694794842
	21	2.5701133728
	22	2.3340050937
	23	1.9034942247
	24	1.4606786304;
		
	
		
param pv_production :=	
	1	0
	2	0
	3	0
	4	0
	5	0
	6	0
	7	0
	8	0
	9	0.044
	10	0.172
	11	0.336
	12	0.621
	13	0.86
	14	0.769
	15	0.584
	16	0.466
	17	0.254
	18	0.036
	19	0
	20	0
	21	0
	22	0
	23	0
	24	0;
	
		

